"","BDI1","BDI2","BDI3","BDI4","BDI5","BDI6","BDI7","BDI8","BDI9","BDI10","BDI11","BDI12","BDI13","BDI14","BDI15","BDI16","BDI17","BDI18","BDI19","BDI20","BDI21","PQB1","PQB2","PQB3","PQB4","PQB5","PQB6","PQB7","PQB8","PQB9","PQB10","PQB11","PQB12","PQB13","PQB14","PQB15","PQB16","PQB17","PQB18","PQB19","PQB20","PQB21"
"BDI21",0.481137651934121,0.527615130976819,0.456238302023998,0.51412190314631,0.505365995161016,0.388618287373245,0.45818439006306,0.345258182787003,0.52353474472478,0.367777260066894,0.368513344951345,0.47676198519724,0.419647186364359,0.336113745003666,0.438775142528404,0.360630935968398,0.397297755635801,0.470932043104975,0.306869143439663,0.273722611547186,1,0.307819579755979,0.284805210709193,0.203434887435395,0.194933165483123,0.256085764154666,0.245878137410115,0.231744440622877,0.261820989786029,0.0145415087891254,0.252470867046353,0.265543554722395,0.29219659418695,0.229909818951716,0.221387158700377,0.226350667985377,0.232967313509191,0.219985736449521,0.300493886081058,0.159615335116061,0.245811530587588,0.0946879548287214
"PQB1",0.467605234643987,0.385189944998363,0.367582723809877,0.397115353227735,0.411155386052224,0.449642895751576,0.379295151828446,0.437097855734108,0.390939766651083,0.406195268099044,0.355851208746389,0.406281059972957,0.405557060383459,0.309840719409109,0.330636471349046,0.477448507015535,0.391213483520199,0.384046321731178,0.0850891905466484,0.472512380991621,0.307819579755979,1,0.531952664052666,0.505013612481987,0.393716482750119,0.560470731919572,0.374425699233464,0.473202211274958,0.536033514632559,0.471101367783906,0.413812840785349,0.530223241184033,0.492511384714331,0.542578728626953,0.57015303685381,0.4051505247025,0.496389673479509,0.550589345160412,0.565865741007945,0.473966147464204,0.455574218115439,0.460070782673656
"PQB2",0.265041053093274,0.336076492996088,0.341739795283408,0.221002667016378,0.333898631848662,0.436388582110036,0.371375599887867,0.28794267623782,0.322244050650354,0.279707025613845,0.394525417879769,0.238862602315538,0.300513915608059,0.247139944226076,0.232874487028808,0.365979261278424,0.224694608133701,0.340385952812112,0.0509226964623859,0.361709333938266,0.284805210709193,0.531952664052666,1,0.444190770709955,0.584068066526751,0.44129414275417,0.511315665652196,0.4719753253768,0.462036692159857,0.604922195163428,0.530645292244522,0.707979555053094,0.370660032725385,0.438572310061015,0.52946402173106,0.514444760285669,0.379807868296138,0.399291142254472,0.355658825228743,0.623157614311216,0.638904138683043,0.499174295578352
"PQB3",0.371878319249552,0.20665030246134,0.267646358704175,0.292920621529907,0.247772833228202,0.251632066732496,0.265408803364357,0.242851272930689,0.218261461934165,0.276800450535539,0.347156624514544,0.213621648899042,0.251862707729956,0.357781026787516,0.291976264355383,0.270769077600212,0.230772862196163,0.298430035788826,0.016435756318317,0.321832234634519,0.203434887435395,0.505013612481987,0.444190770709955,1,0.459256493781398,0.434169501809564,0.482908187680528,0.507388744920414,0.447183021981853,0.607857967254658,0.552999646460331,0.368537558913915,0.37919537988848,0.351916579600349,0.414960531531802,0.506743836673091,0.494443326339225,0.46238780405666,0.398196434442706,0.617001436407751,0.593031180209091,0.521402632348507
"PQB4",0.161601483222951,0.122165908910669,0.135340328371981,0.0433503464902296,0.184665964875973,0.179276421038745,0.181570300859578,0.129797886032222,0.20819332663238,0.14041030101186,0.153861570491473,0.11185261366342,0.159529440312104,0.177874889323227,0.128481204222572,0.0377991653895631,0.108032388356499,0.176298484478412,-0.14515866422337,0.261210411102978,0.194933165483123,0.393716482750119,0.584068066526751,0.459256493781398,1,0.267730436106685,0.447155755946274,0.569134611318046,0.453494559644066,0.51497921407558,0.467765483364749,0.699440529784387,0.288159243869053,0.340732709740898,0.296290808559886,0.490707942745938,0.282225593209875,0.406456175256919,0.343417028592417,0.493629570378963,0.589456711042934,0.439942102770818
"PQB5",0.414979392916782,0.305439073154765,0.344352667276599,0.413704818029414,0.398665310161578,0.43591358840573,0.359220205191493,0.424839813674738,0.391499681672035,0.368477182369856,0.328796485055568,0.281909345380663,0.354339422084214,0.306242868205261,0.332572761070069,0.462248761671872,0.357423950530348,0.281625471198395,0.0444375451447418,0.500285518120262,0.256085764154666,0.560470731919572,0.44129414275417,0.434169501809564,0.267730436106685,1,0.400995002995823,0.420011525848657,0.501557634990611,0.422368044534571,0.50109207329762,0.461986925531953,0.619955110861514,0.452170345812193,0.532340361933178,0.477880484232644,0.450800691552711,0.594774736423648,0.505269843302888,0.440670944082391,0.360669959058805,0.329500785340089
"PQB6",0.248228768177355,0.198956190040272,0.293590093440489,0.172284125631176,0.281036686588737,0.214431292164937,0.30275478983318,0.268345720239944,0.26646074145458,0.221631772646377,0.356068182736595,0.254939931505599,0.318702489368616,0.147596559857632,0.366350295535302,0.178667094047848,0.220907028709881,0.146400673745973,-0.0788012945808016,0.293227204013026,0.245878137410115,0.374425699233464,0.511315665652196,0.482908187680528,0.447155755946274,0.400995002995823,1,0.314705412969951,0.505399484126746,0.394735327072877,0.499052298736454,0.46234921640056,0.419358522354842,0.330486623399285,0.439382997139922,0.374494497745043,0.211906785369487,0.438931124346927,0.371824918896831,0.359804050298951,0.362582811683846,0.566713991989508
"PQB7",0.192169598314569,0.120853392836431,0.111327334497209,0.0937472842346743,0.0881301840548139,0.321750477921847,0.0668725124624186,0.107290213116155,0.0956804054980806,0.0891596862757129,0.0994118687846875,0.172269474736571,0.0767703288645289,0.126415961454364,0.13449519698111,0.176827572588458,0.12160458159768,0.18968209446876,-0.2192549188818,0.280841907811331,0.231744440622877,0.473202211274958,0.4719753253768,0.507388744920414,0.569134611318046,0.420011525848657,0.314705412969951,1,0.370488736807948,0.299603879634352,0.241315687085413,0.372458938332366,0.389473843641484,0.358298092538595,0.401602025864029,0.638794160470877,0.344906799646575,0.278345281214653,0.30664555308917,0.427597894429834,0.367140013538533,0.441032506493185
"PQB8",0.443560317339239,0.438144617039122,0.477488265483869,0.412016856292136,0.512455553912993,0.417349928596279,0.480007357090363,0.493772705430345,0.441819407373962,0.36115131527913,0.453787536415618,0.364305885755587,0.487826172991536,0.490237718405309,0.423880765828484,0.45234420223416,0.400460780713905,0.286642944280734,-0.00142521390570095,0.444763748015025,0.261820989786029,0.536033514632559,0.462036692159857,0.447183021981853,0.453494559644066,0.501557634990611,0.505399484126746,0.370488736807948,1,0.478802019462658,0.467416956206492,0.53596906810282,0.471836942214628,0.445822813595834,0.480035586467937,0.421338883226281,0.401164833209546,0.409840899465917,0.640580563159491,0.458651001554723,0.404102223324389,0.456982576622385
"PQB9",0.267766898430988,0.188401429128439,0.204524894336492,0.201297398800777,0.213304664584602,0.233478615275125,0.243595459717496,0.184323446815174,0.227081833577294,0.24087791810401,0.328768509514553,0.260426511940844,0.322193766674841,0.212147019238362,0.171080575503025,0.232424302618225,0.198151994238267,0.241165694653912,0.0838390361406718,0.332774558429473,0.0145415087891254,0.471101367783906,0.604922195163428,0.607857967254658,0.51497921407558,0.422368044534571,0.394735327072877,0.299603879634352,0.478802019462658,1,0.442365955019733,0.511152711393522,0.356413530971502,0.383132515941363,0.495830461320207,0.524951725868406,0.363962780568136,0.545815936461812,0.360466697789633,0.674151797492357,0.568514881995569,0.401440079129894
