"","BDI1","BDI2","BDI3","BDI4","BDI5","BDI6","BDI7","BDI8","BDI9","BDI10","BDI11","BDI12","BDI13","BDI14","BDI15","BDI16","BDI17","BDI18","BDI19","BDI20","BDI21","PQB1","PQB2","PQB3","PQB4","PQB5","PQB6","PQB8","PQB9","PQB10","PQB11","PQB13","PQB14","PQB15","PQB16","PQB17","PQB18","PQB19","PQB20","PQB21"
"BDI11",0.602935097357904,0.620510556002024,0.611572289933127,0.634306403181922,0.645040911993072,0.474758885967364,0.618657719669542,0.665921536374467,0.537437825940396,0.631035862431915,1,0.539959045475909,0.629130609848696,0.609956840391624,0.582959486090715,0.51272752134305,0.603275028492343,0.42639385516582,0.191447249632886,0.38370507896388,0.367540197164831,0.354687632996049,0.394551626147417,0.340506798850234,0.152739282119648,0.328921501173707,0.354097040681856,0.453358085283542,0.328836150301053,0.365338110372394,0.326060149598244,0.322669928374806,0.268071821911338,0.123992466970894,0.296913235975888,0.338708804956995,0.402688043264129,0.343071029093071,0.288065776005467,0.265293728608269
"BDI12",0.582976864187933,0.61554262543158,0.484618556436069,0.661784198170351,0.53797563256156,0.381386684854416,0.55997220194722,0.579570808582361,0.51001372298254,0.506519825474311,0.539959045475909,1,0.587698117752853,0.460156380620927,0.514113900940027,0.431231818294506,0.601730649627838,0.43046744407551,0.17642208450379,0.316478421050068,0.479469025522389,0.410403500629583,0.233766635669211,0.230163907366456,0.124901489297795,0.2824301415507,0.262919523728362,0.356700613182328,0.255998099889154,0.145824600214235,0.211912467629964,0.167391258782275,0.235714500706734,0.0837970289038438,0.137104190031243,0.29129315012058,0.361558102135225,0.260096692872396,0.184450756772753,0.2518932095682
"BDI13",0.61466691839858,0.645394726037754,0.6809995107568,0.689825877750139,0.687478945339093,0.512606231681446,0.651738493182476,0.710201108996408,0.536417004297559,0.538837582707921,0.629130609848696,0.587698117752853,1,0.578117446937038,0.624879329440208,0.47032775123978,0.635595023050781,0.424280689883579,0.0708329421367127,0.390140910067093,0.423269354042351,0.41082963739193,0.29271056284993,0.275318219203049,0.175844506204535,0.35353168502857,0.32867137868798,0.476092682891887,0.315006668202261,0.295258862088247,0.329608982855065,0.263870500272476,0.320304559468721,0.190415764366717,0.228883926157315,0.31126224991272,0.442907026340863,0.257227915626392,0.272158279413643,0.222564994559853
"BDI14",0.607764725427365,0.664512728032573,0.666938726181501,0.574809652905496,0.728757512298927,0.501044457429827,0.811062382055627,0.737088684076453,0.562746751497823,0.509365088658958,0.609956840391624,0.460156380620927,0.578117446937038,1,0.462109039058108,0.499528007810156,0.552695842428023,0.455018002648138,0.23453630290121,0.399933456297843,0.32973914928752,0.304038865883988,0.249463136563164,0.337151209728269,0.166440558929426,0.304465798436275,0.140060523076614,0.492502996314602,0.214246443230898,0.14152873678759,0.243681190993828,0.324130505736086,0.270903239897061,0.0987303002104426,0.360973194325017,0.152792365897808,0.453777086522448,0.236755279032054,0.299519679982222,0.228655250246724
"BDI15",0.610650649714627,0.595067305314169,0.612499881856127,0.636355838294889,0.607631066762086,0.45856310103313,0.592306926296456,0.578475449061811,0.506494387835298,0.570925940245762,0.582959486090715,0.514113900940027,0.624879329440208,0.462109039058108,1,0.494559811786584,0.715559144775392,0.437279097724822,0.245337640205339,0.390346657428799,0.440915048463314,0.333358330326959,0.230209922902373,0.298753703586035,0.135794184628238,0.33300443194445,0.369890007591468,0.420038332006255,0.168777132925714,0.337316992742796,0.204911098169406,0.208573633560075,0.300084268097162,0.289161656625584,0.39743556056964,0.321682588622313,0.388227776349663,0.292962122669459,0.202589760726792,0.289998727070639
"BDI16",0.521885605099413,0.485450921445834,0.532444411537946,0.558196143769254,0.547812385016939,0.486966764089093,0.54317724478042,0.495028523598486,0.530539251262435,0.458037396803688,0.51272752134305,0.431231818294506,0.47032775123978,0.499528007810156,0.494559811786584,1,0.548927944211479,0.42659703168031,0.186999287732384,0.394648753705229,0.36431661462517,0.4802781200265,0.361238284308301,0.284509200551202,0.0514545735288159,0.461995582337812,0.186202827957637,0.445429898840041,0.228359650787826,0.313458448333765,0.355750685997322,0.322925633831227,0.38605607763626,0.308574769512252,0.409427476143792,0.308573924982204,0.394459388680789,0.287155975023104,0.340206204404077,0.278553350887142
"BDI17",0.679144141017904,0.669461552706288,0.663587654718381,0.713451448012431,0.677622476091464,0.515430671388395,0.681665355225791,0.660872892443467,0.598098613380506,0.650992801215463,0.603275028492343,0.601730649627838,0.635595023050781,0.552695842428023,0.715559144775392,0.548927944211479,1,0.497484376009969,0.201360068158013,0.441995750865958,0.399353897233409,0.393512973555971,0.222221882915369,0.23754534010816,0.114760886545631,0.357939706269818,0.225112732450928,0.396695193791984,0.196087998000125,0.331587291420699,0.297008261573236,0.254835384517199,0.312016443531189,0.218106420425248,0.371529706542834,0.291569557000643,0.444412122367763,0.255441088727284,0.143518364596577,0.251085243190431
"BDI18",0.559943959856484,0.473880500446754,0.47378392130022,0.525267526781801,0.494441311262172,0.387486620721607,0.527500557839694,0.495500079410654,0.510710695417609,0.548625633971859,0.42639385516582,0.43046744407551,0.424280689883579,0.455018002648138,0.437279097724822,0.42659703168031,0.497484376009969,1,0.56366109134855,0.502704126436865,0.471973210187365,0.385355122911582,0.338468290004416,0.300514774648557,0.180692734386607,0.28231487425141,0.149190507021683,0.283460017252528,0.239527086294095,0.202293892119259,0.235883198198545,0.161410272263451,0.206249688715816,0.17840950634333,0.184368255104749,0.229828817165762,0.349705806967127,0.278246658683123,0.285465893476222,0.272263654444738
"BDI19",0.262120287936244,0.186932785305559,0.128350040271157,0.30932649464958,0.250617825981135,0.0172668161734446,0.241296169462337,0.182263742804485,0.241822686798516,0.315360576165959,0.191447249632886,0.17642208450379,0.0708329421367127,0.23453630290121,0.245337640205339,0.186999287732384,0.201360068158013,0.56366109134855,1,0.163004006274863,0.313052015465666,0.0941021176904876,0.0446335023800175,0.0462046756463857,-0.117436270384658,0.046636746519663,-0.0623937079038887,-0.00971011731863827,0.0784807675328951,0.0832231914095102,-0.0586475584466263,0.0110068668008123,0.043747198143467,-0.0429203883432166,0.0101529966132113,0.112680384679399,0.0320557998291371,0.0315108529570463,-0.0936139675431405,-0.0148590520604825
"BDI20",0.521147668932809,0.375275716463109,0.435918695514213,0.393205516582899,0.485764373868345,0.46268528870899,0.458372397150177,0.492700037934915,0.416630831532113,0.422648274855989,0.38370507896388,0.316478421050068,0.390140910067093,0.399933456297843,0.390346657428799,0.394648753705229,0.441995750865958,0.502704126436865,0.163004006274863,1,0.269035784762388,0.467964251674682,0.363339684019036,0.306559722802691,0.252248315885693,0.499117985804887,0.286843269181395,0.446724965539957,0.334229173198119,0.302304297976247,0.348473926442128,0.307764704592462,0.315828389764702,0.333524981377746,0.341610805609462,0.420244335422171,0.449017029070428,0.273258853818036,0.288122394821462,0.351052065990087
"BDI21",0.482927164708692,0.525309917167874,0.454639413581174,0.516390529576436,0.506794492174512,0.390130808726683,0.456481904818819,0.348996996387498,0.523513968223337,0.370159747701036,0.367540197164831,0.479469025522389,0.423269354042351,0.32973914928752,0.440915048463314,0.36431661462517,0.399353897233409,0.471973210187365,0.313052015465666,0.269035784762388,1,0.312005469603577,0.280363789940078,0.215365443307563,0.205029229315028,0.257118985403225,0.252126022492911,0.255296462536254,0.0110241554962784,0.248649635269102,0.261270451687004,0.225946173069713,0.223530969564721,0.222738971182125,0.230312302030971,0.21599078581905,0.293898728489821,0.156365353975807,0.242936457005635,0.0904169683280919
"PQB1",0.469762297877064,0.383346526761108,0.366174778750171,0.402638539454851,0.413273273934668,0.450553144642202,0.377549693324762,0.440694386839748,0.391251122410666,0.408327241410955,0.354687632996049,0.410403500629583,0.41082963739193,0.304038865883988,0.333358330326959,0.4802781200265,0.393512973555971,0.385355122911582,0.0941021176904876,0.467964251674682,0.312005469603577,1,0.527533601196986,0.512073480451243,0.40090924525039,0.560030917447433,0.379764474022327,0.529261690526095,0.467555426279905,0.409958274178048,0.525930791644588,0.53823543923451,0.570243641554988,0.402028674626211,0.493492135164986,0.546787649042575,0.559343243285871,0.470431719273056,0.452519387392752,0.455658440838833
"PQB2",0.26209154084074,0.336381609685885,0.341827145065419,0.214049962166111,0.331234387532628,0.434407576927382,0.371387343725661,0.284111445005362,0.321300781067224,0.277021223928872,0.394551626147417,0.233766635669211,0.29271056284993,0.249463136563164,0.230209922902373,0.361238284308301,0.222221882915369,0.338468290004416,0.0446335023800175,0.363339684019036,0.280363789940078,0.527533601196986,1,0.429365046856729,0.574226736338056,0.439892604543403,0.505073219866971,0.463855417904783,0.605833485041544,0.531751645106884,0.708734902987242,0.439925228575326,0.527813968817348,0.515452398846831,0.380899681056514,0.400766448989849,0.357744838436969,0.623971069350463,0.639640089681299,0.500434255593471
"PQB3",0.377169926112914,0.199728845860003,0.261270906852996,0.314207292131746,0.253409462071144,0.254319519811031,0.258341105705157,0.256544146662972,0.218760266440051,0.282500096818349,0.340506798850234,0.230163907366456,0.275318219203049,0.337151209728269,0.298753703586035,0.284509200551202,0.23754534010816,0.300514774648557,0.0462046756463857,0.306559722802691,0.215365443307563,0.512073480451243,0.429365046856729,1,0.472979911207458,0.430594226215563,0.495588256151745,0.423296764527302,0.594167771348656,0.5388987684395,0.353949909564239,0.337140995836109,0.413647634251153,0.493482069990013,0.483667041854112,0.448469290142477,0.375622647269171,0.60234934344698,0.581969897265555,0.50499372662555
"PQB4",0.1688050914516,0.119875851178021,0.133747483466016,0.0635965474081985,0.190712901456655,0.183335681405354,0.179320623982509,0.140207302284255,0.209965233853712,0.147158983997816,0.152739282119648,0.124901489297795,0.175844506204535,0.166440558929426,0.135794184628238,0.0514545735288159,0.114760886545631,0.180692734386607,-0.117436270384658,0.252248315885693,0.205029229315028,0.40090924525039,0.574226736338056,0.472979911207458,1,0.268854088899966,0.455807164803634,0.438561322394411,0.507266105170467,0.459580383984229,0.690346149536006,0.331854525533142,0.298071607247186,0.48359659723056,0.276206188472444,0.397810916429249,0.330023430704241,0.486407131568199,0.58335727885856,0.430167900464583
"PQB5",0.415420258685603,0.305173001813208,0.344350364511971,0.41228233968793,0.399008936741464,0.43644871520078,0.359060037455849,0.425001730737508,0.391848412052929,0.368793127663519,0.328921501173707,0.2824301415507,0.35353168502857,0.304465798436275,0.33300443194445,0.461995582337812,0.357939706269818,0.28231487425141,0.046636746519663,0.499117985804887,0.257118985403225,0.560030917447433,0.439892604543403,0.430594226215563,0.268854088899966,1,0.400595883316476,0.499258613013042,0.421281741193823,0.500213540551524,0.460831087401835,0.451032641393915,0.532563345480507,0.477060085587065,0.450289064924314,0.593781649008382,0.503091308568317,0.439810291119278,0.359986649135875,0.328238260555691
"PQB6",0.252415357966256,0.196752419166485,0.291617641412657,0.184405430254908,0.284113959189835,0.217082799049635,0.300574080925847,0.274658900143518,0.26699203021267,0.2258084256693,0.354097040681856,0.262919523728362,0.32867137868798,0.140060523076614,0.369890007591468,0.186202827957637,0.225112732450928,0.149190507021683,-0.0623937079038887,0.286843269181395,0.252126022492911,0.379764474022327,0.505073219866971,0.495588256151745,0.455807164803634,0.400595883316476,1,0.495616418109395,0.389363292692535,0.493317987608735,0.456288629027829,0.324535761146666,0.439874919716863,0.369622175774044,0.208255339868385,0.433112743285958,0.362819851884108,0.354886496513925,0.357923051200301,0.560291922614208
"PQB8",0.43930902831132,0.438147749952918,0.477059489771106,0.401754669118893,0.508437961606065,0.41392930529221,0.479551298946955,0.488468814157264,0.440263507983511,0.356939897655046,0.453358085283542,0.356700613182328,0.476092682891887,0.492502996314602,0.420038332006255,0.445429898840041,0.396695193791984,0.283460017252528,-0.00971011731863827,0.446724965539957,0.255296462536254,0.529261690526095,0.463855417904783,0.423296764527302,0.438561322394411,0.499258613013042,0.495616418109395,1,0.48034711657384,0.46910522214304,0.53751329924951,0.447612477983906,0.476907410555864,0.422939536978544,0.402622393955456,0.411713459499643,0.642207846938761,0.460107695159263,0.405590435690004,0.458781858878771
"PQB9",0.26532613108265,0.188739665489443,0.204626329989429,0.195341227855625,0.211128229343561,0.231929752818937,0.243728337704833,0.181056930734012,0.226327556816832,0.238592348149512,0.328836150301053,0.255998099889154,0.315006668202261,0.214246443230898,0.168777132925714,0.228359650787826,0.196087998000125,0.239527086294095,0.0784807675328951,0.334229173198119,0.0110241554962784,0.467555426279905,0.605833485041544,0.594167771348656,0.507266105170467,0.421281741193823,0.389363292692535,0.48034711657384,1,0.443468461775839,0.512221667292578,0.384417722409024,0.494552438386677,0.525795466915007,0.364952316902,0.546795433145761,0.362249879691508,0.674775882881637,0.569278787302606,0.402710042733308
"PQB10",0.313207377333062,0.192274512433206,0.287570785323233,0.24237095077263,0.278053508936063,0.309576886168602,0.282180541405647,0.290442804902026,0.307319720062162,0.322603485259462,0.365338110372394,0.145824600214235,0.295258862088247,0.14152873678759,0.337316992742796,0.313458448333765,0.331587291420699,0.202293892119259,0.0832231914095102,0.302304297976247,0.248649635269102,0.409958274178048,0.531751645106884,0.5388987684395,0.459580383984229,0.500213540551524,0.493317987608735,0.46910522214304,0.443468461775839,1,0.469748414381833,0.35965084270279,0.538477140958522,0.472898704827655,0.515001294134683,0.56432932655708,0.459930994433064,0.512343307319729,0.533710747041121,0.403263329837339
"PQB11",0.324179918142,0.293425140463831,0.359531925622993,0.260640473813066,0.340724595015742,0.389025670302834,0.33107638184785,0.24954217311317,0.333876936267334,0.315195408596045,0.326060149598244,0.211912467629964,0.329608982855065,0.243681190993828,0.204911098169406,0.355750685997322,0.297008261573236,0.235883198198545,-0.0586475584466263,0.348473926442128,0.261270451687004,0.525930791644588,0.708734902987242,0.353949909564239,0.690346149536006,0.460831087401835,0.456288629027829,0.53751329924951,0.512221667292578,0.469748414381833,1,0.573857321174699,0.481830897423626,0.553089308235137,0.416784251835167,0.443183621645108,0.403511875857205,0.564446213061097,0.52132125195326,0.416631070178169
"PQB13",0.282586742432188,0.254274624309927,0.309217736778693,0.21679838565149,0.31372211695375,0.403722545439464,0.30835697229583,0.327921060469063,0.340505453881681,0.298764186157451,0.322669928374806,0.167391258782275,0.263870500272476,0.324130505736086,0.208573633560075,0.322925633831227,0.254835384517199,0.161410272263451,0.0110068668008123,0.307764704592462,0.225946173069713,0.53823543923451,0.439925228575326,0.337140995836109,0.331854525533142,0.451032641393915,0.324535761146666,0.447612477983906,0.384417722409024,0.35965084270279,0.573857321174699,1,0.588020721280997,0.404955561805399,0.399601593618846,0.384458150635934,0.438134809547183,0.53332766840027,0.437812559781025,0.332038403601697
"PQB14",0.289181655637016,0.253702387657432,0.352050008913761,0.325988795440036,0.325145503774809,0.326944009227548,0.345416537536322,0.325564081286946,0.287245267431294,0.294032015157354,0.268071821911338,0.235714500706734,0.320304559468721,0.270903239897061,0.300084268097162,0.38605607763626,0.312016443531189,0.206249688715816,0.043747198143467,0.315828389764702,0.223530969564721,0.570243641554988,0.527813968817348,0.413647634251153,0.298071607247186,0.532563345480507,0.439874919716863,0.476907410555864,0.494552438386677,0.538477140958522,0.481830897423626,0.588020721280997,1,0.501513019875518,0.334303196217127,0.529694727759904,0.436944900807067,0.505231284367658,0.499335331921165,0.481552288311467
"PQB15",0.254331552317237,0.189969616992909,0.28908445033709,0.143314118362272,0.169104545039427,0.405256922696049,0.165356890645933,0.0970663902052208,0.3136679402509,0.188034862593068,0.123992466970894,0.0837970289038438,0.190415764366717,0.0987303002104426,0.289161656625584,0.308574769512252,0.218106420425248,0.17840950634333,-0.0429203883432166,0.333524981377746,0.222738971182125,0.402028674626211,0.515452398846831,0.493482069990013,0.48359659723056,0.477060085587065,0.369622175774044,0.422939536978544,0.525795466915007,0.472898704827655,0.553089308235137,0.404955561805399,0.501513019875518,1,0.423236347262409,0.419539218926918,0.45648922903421,0.58183183145207,0.496792967025172,0.494113021477204
"PQB16",0.288501657355241,0.246208459421547,0.300968052473634,0.343500249841673,0.280093110024467,0.467306358955988,0.269998592937047,0.272719750783567,0.249312479809382,0.203766381007192,0.296913235975888,0.137104190031243,0.228883926157315,0.360973194325017,0.39743556056964,0.409427476143792,0.371529706542834,0.184368255104749,0.0101529966132113,0.341610805609462,0.230312302030971,0.493492135164986,0.380899681056514,0.483667041854112,0.276206188472444,0.450289064924314,0.208255339868385,0.402622393955456,0.364952316902,0.515001294134683,0.416784251835167,0.399601593618846,0.334303196217127,0.423236347262409,1,0.326841848002536,0.398352959181473,0.45542850022569,0.284249171903806,0.369795453382094
"PQB17",0.360964047469755,0.214723583686031,0.268297052030086,0.287764286579084,0.306757816214496,0.262330506464937,0.221126830769399,0.339781020042704,0.294663870347569,0.349954910447378,0.338708804956995,0.29129315012058,0.31126224991272,0.152792365897808,0.321682588622313,0.308573924982204,0.291569557000643,0.229828817165762,0.112680384679399,0.420244335422171,0.21599078581905,0.546787649042575,0.400766448989849,0.448469290142477,0.397810916429249,0.593781649008382,0.433112743285958,0.411713459499643,0.546795433145761,0.56432932655708,0.443183621645108,0.384458150635934,0.529694727759904,0.419539218926918,0.326841848002536,1,0.452487838186131,0.41874824482426,0.51616636185384,0.450885761969894
"PQB18",0.409791879753323,0.439133868819952,0.461685274198445,0.372071536397031,0.448112970121933,0.452117499721004,0.463496716100072,0.523730880886017,0.444742180864572,0.394390600841434,0.402688043264129,0.361558102135225,0.442907026340863,0.453777086522448,0.388227776349663,0.394459388680789,0.444412122367763,0.349705806967127,0.0320557998291371,0.449017029070428,0.293898728489821,0.559343243285871,0.357744838436969,0.375622647269171,0.330023430704241,0.503091308568317,0.362819851884108,0.642207846938761,0.362249879691508,0.459930994433064,0.403511875857205,0.438134809547183,0.436944900807067,0.45648922903421,0.398352959181473,0.452487838186131,1,0.449011742804609,0.375680258225615,0.446490818766624
"PQB19",0.295617540125843,0.318239848611725,0.336879876955687,0.196309182018997,0.32893503998787,0.37522366928967,0.299666739406665,0.317138890278077,0.320711716817024,0.331554655341959,0.343071029093071,0.260096692872396,0.257227915626392,0.236755279032054,0.292962122669459,0.287155975023104,0.255441088727284,0.278246658683123,0.0315108529570463,0.273258853818036,0.156365353975807,0.470431719273056,0.623971069350463,0.60234934344698,0.486407131568199,0.439810291119278,0.354886496513925,0.460107695159263,0.674775882881637,0.512343307319729,0.564446213061097,0.53332766840027,0.505231284367658,0.58183183145207,0.45542850022569,0.41874824482426,0.449011742804609,1,0.649659435401015,0.490112288535159
"PQB20",0.310462128683977,0.259429538493047,0.343703094565695,0.157551666570257,0.294654491115265,0.364618209760549,0.342033180495212,0.299561035342798,0.315359883645306,0.297376845656642,0.288065776005467,0.184450756772753,0.272158279413643,0.299519679982222,0.202589760726792,0.340206204404077,0.143518364596577,0.285465893476222,-0.0936139675431405,0.288122394821462,0.242936457005635,0.452519387392752,0.639640089681299,0.581969897265555,0.58335727885856,0.359986649135875,0.357923051200301,0.405590435690004,0.569278787302606,0.533710747041121,0.52132125195326,0.437812559781025,0.499335331921165,0.496792967025172,0.284249171903806,0.51616636185384,0.375680258225615,0.649659435401015,1,0.494269175799822
"PQB21",0.223978102392609,0.180818970316707,0.23834723862135,0.219371054697869,0.184116834286423,0.324976257282985,0.214549539694192,0.20744458111042,0.255198596521574,0.23816965399818,0.265293728608269,0.2518932095682,0.222564994559853,0.228655250246724,0.289998727070639,0.278553350887142,0.251085243190431,0.272263654444738,-0.0148590520604825,0.351052065990087,0.0904169683280919,0.455658440838833,0.500434255593471,0.50499372662555,0.430167900464583,0.328238260555691,0.560291922614208,0.458781858878771,0.402710042733308,0.403263329837339,0.416631070178169,0.332038403601697,0.481552288311467,0.494113021477204,0.369795453382094,0.450885761969894,0.446490818766624,0.490112288535159,0.494269175799822,1
